self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
No,181569,64147,10,759,683699,Rejected
Yes,835320,205787,10,722,1186951,Approved
No,1092052,321955,10,739,407689,Rejected
No,1034701,254915,20,805,1234519,Approved
No,967101,190520,15,788,962277,Approved
No,630089,241626,15,722,734971,Rejected
No,814071,241065,20,754,1080434,Approved
Yes,312728,75490,10,688,985150,Rejected
No,853605,227276,10,769,918569,Approved
No,765015,158947,15,642,1219156,Rejected
No,648075,215476,10,689,1086579,Rejected
No,888739,291634,15,745,1012958,Approved
No,629657,158087,20,691,1251101,Rejected
No,703366,231866,20,710,487499,Approved
No,1150938,141250,10,681,975973,Rejected
No,961345,77837,15,822,926312,Approved
No,595898,312370,20,736,1246921,Rejected
No,558742,191661,10,617,1231033,Rejected
No,889628,244691,15,677,853797,Rejected
No,953239,340310,15,714,1161012,Rejected
No,285906,166232,10,717,409703,Rejected
No,733186,252777,10,652,1173709,Rejected
No,925483,221766,15,769,698813,Approved
Yes,942585,114264,15,691,1687013,Rejected
No,552874,231385,10,721,567281,Rejected
No,966228,350790,15,665,1086350,Rejected
Yes,577669,260852,15,708,400011,Rejected
No,243846,345382,10,808,1168036,Rejected
No,750178,238347,10,733,835541,Approved
No,585417,263398,15,767,1050399,Rejected
No,653090,277726,15,753,1147535,Rejected
Yes,483756,252503,10,713,1054231,Rejected
Yes,371109,271026,10,784,273704,Rejected
No,848016,294957,20,730,1087132,Rejected
No,981623,154916,15,684,1346600,Rejected
Yes,918394,166251,20,745,629299,Approved
No,773783,175885,10,701,1275967,Approved
Yes,845490,281285,15,727,852062,Approved
Yes,722867,251785,20,725,937601,Rejected
No,543364,247853,20,803,668878,Rejected
No,498143,228200,15,756,668428,Rejected
No,969002,144785,15,671,1308655,Rejected
Yes,890511,261738,10,704,1209878,Approved
No,721633,136897,10,802,851949,Approved
No,719661,87293,10,727,1238935,Approved
No,880259,193412,20,686,1020577,Rejected
No,642567,72104,15,687,1223159,Rejected
No,752182,244462,20,732,955196,Approved
Yes,652013,186139,10,702,850844,Approved
Yes,700988,177838,10,717,751477,Approved
No,812896,163880,20,675,698981,Rejected
Yes,785063,185834,10,720,910046,Approved
No,738855,195843,10,711,769957,Approved
No,630444,211939,15,733,-76190,Rejected
No,502509,224292,10,726,1191669,Rejected
No,992808,83171,20,797,623577,Approved
No,1014400,189433,15,672,1662884,Rejected
No,646776,338484,15,681,1184087,Rejected
No,945540,130915,15,699,822724,Rejected
Yes,638485,222473,15,757,996267,Rejected
Yes,711183,150912,20,744,30221,Rejected
No,1025937,163591,15,654,234256,Rejected
Yes,812564,114831,15,723,840995,Approved
Yes,777557,258191,10,714,1390763,Approved
No,537064,231308,15,702,1347942,Rejected
No,758661,21288,20,723,992703,Approved
Yes,634310,336095,15,803,774423,Rejected
No,1042038,56721,15,763,1204767,Approved
Yes,712611,194472,15,747,1913421,Approved
Yes,427700,106400,15,767,640491,Approved
No,1285019,199602,15,719,1160137,Approved
No,557249,143274,15,664,826968,Rejected
Yes,428557,208233,15,742,836152,Rejected
Yes,800990,161991,15,695,638536,Rejected
Yes,754209,226643,10,741,774577,Approved
No,668743,136270,10,763,991753,Approved
No,704114,211420,20,756,584146,Approved
No,594872,253729,10,693,695027,Rejected
Yes,852367,167139,15,736,1343353,Approved
Yes,594513,109405,15,713,508422,Approved
Yes,865012,291786,20,717,73933,Rejected
Yes,718469,145387,20,768,259335,Rejected
No,519242,271665,10,642,526983,Rejected
No,874969,133573,10,727,1114369,Approved
No,596543,294611,15,714,1527387,Rejected
No,657561,327847,15,740,815354,Rejected
No,728791,261415,15,690,1169186,Rejected
No,681212,277204,15,672,1007136,Rejected
Yes,911535,126252,20,754,1076018,Approved
No,563566,76723,15,690,785194,Rejected
Yes,549661,296073,10,678,805869,Rejected
No,778610,374243,15,716,1165930,Rejected
No,1146241,250900,15,764,1032637,Approved
No,648939,209604,20,731,607281,Approved
Yes,991726,170166,10,680,838212,Rejected
No,1043871,179671,15,745,1482287,Approved
No,914821,194025,15,766,846632,Approved
No,669010,204037,20,778,712842,Approved
No,70303,177500,20,656,372270,Rejected
No,518523,156095,15,699,1646890,Rejected
No,898878,324241,15,720,931486,Rejected
No,769287,281954,10,653,770858,Rejected
No,855173,146128,15,745,679562,Approved
No,1024800,240651,20,779,860877,Approved
No,934105,137719,20,703,467072,Approved
Yes,790442,256848,15,663,1779284,Rejected
No,1071738,270206,15,658,1579106,Rejected
No,727346,198030,20,721,1421818,Approved
No,698869,148373,10,764,2169198,Approved
No,915480,106322,15,745,903620,Approved
No,547942,168237,10,749,1009217,Approved
No,1089724,210508,10,551,1211932,Rejected
No,785520,50800,15,769,1295312,Approved
Yes,869590,257365,15,707,918059,Approved
No,625789,338491,15,798,640919,Rejected
No,934131,256678,20,710,397825,Rejected
No,996140,159494,10,745,1443163,Approved
Yes,601641,112146,10,788,1263632,Approved
No,786338,138641,10,707,1337422,Approved
No,1057958,309536,15,791,1043108,Approved
No,1169106,225986,15,764,1343679,Approved
No,1047581,205036,15,635,471062,Rejected
Yes,908339,223477,15,843,1286484,Approved
Yes,994250,279905,10,739,1005843,Approved
No,550128,244534,15,730,839960,Rejected
No,443991,275779,20,785,1363692,Rejected
No,829670,135980,10,788,1530496,Approved
Yes,890759,136028,10,783,374304,Approved
No,882466,214961,15,742,956735,Approved
No,337256,176452,15,725,856345,Rejected
No,453227,263728,10,689,1726053,Rejected
Yes,820900,173838,20,776,1530402,Approved
No,909936,121384,10,744,1626038,Approved
No,825954,201958,10,700,309402,Rejected
No,753270,285826,10,749,1157511,Rejected
No,625269,142942,15,797,861868,Approved
Yes,831900,211267,10,645,1516785,Rejected
Yes,615912,198785,10,705,1233341,Approved
Yes,625302,234306,15,720,982221,Rejected
Yes,806117,143076,10,734,1045708,Approved
No,553975,211173,15,727,990943,Rejected
No,876028,156854,10,853,867099,Approved
No,217129,282283,10,831,858826,Rejected
Yes,741799,284802,10,802,1029670,Rejected
No,777886,150494,20,683,504934,Rejected
No,794923,69902,20,793,1362850,Approved
Yes,665249,163573,20,730,1148953,Approved
Yes,635614,107424,10,799,1326473,Approved
Yes,740739,149597,15,752,946167,Approved
No,768533,120249,15,762,1177650,Approved
No,562641,134571,15,704,1236497,Approved
No,399599,139299,10,689,1084460,Rejected
No,643481,237649,10,765,1474213,Rejected
No,1038204,174050,20,773,839124,Approved
No,585095,190309,15,719,641615,Approved
No,1086576,141517,20,787,968128,Approved
No,789058,104293,15,775,418719,Approved
No,924013,305482,10,680,562963,Rejected
No,945607,-405,20,737,1044687,Approved
No,911041,107724,10,752,391567,Approved
No,770391,110198,15,704,98673,Rejected
No,931631,156698,10,697,1178463,Rejected
No,879089,151930,15,647,818486,Rejected
Yes,982052,86703,15,677,1223526,Rejected
No,762451,129391,15,709,1400182,Approved
No,754691,228049,15,742,1247581,Approved
Yes,839487,214466,20,689,1333085,Rejected
No,594624,106716,10,766,907638,Approved
Yes,610773,152900,15,746,1657002,Approved
No,929868,188923,15,695,774011,Rejected
Yes,678694,227451,20,704,1047696,Rejected
Yes,1004121,313642,10,811,376408,Rejected
No,815034,271428,10,740,1204483,Approved
Yes,814648,112861,10,689,507167,Rejected
No,755411,283483,15,669,755659,Rejected
No,875582,216694,10,742,316315,Rejected
Yes,919712,220351,10,661,915466,Rejected
No,699406,145194,15,767,1158238,Approved
No,989727,220942,15,676,1451916,Rejected
No,1062399,206070,20,751,291147,Rejected
Yes,193741,123617,20,740,993792,Rejected
No,643822,181389,15,635,1189598,Rejected
No,740282,215210,20,663,339549,Rejected
No,617179,210029,15,708,909614,Rejected
Yes,699803,232282,15,694,1483259,Rejected
Yes,779900,138605,10,650,758590,Rejected
No,1055402,229853,10,724,1169555,Approved
No,782005,121414,15,679,1330352,Rejected
No,977351,129651,10,698,1175781,Rejected
No,685782,102631,10,676,732568,Rejected
No,523175,90973,15,794,1363862,Approved
No,668258,159362,10,694,1489182,Rejected
No,1198526,248189,20,637,1357309,Rejected
Yes,400735,288903,15,657,797341,Rejected
No,968112,372591,15,731,1503963,Rejected
Yes,691885,92174,20,728,1544066,Approved
No,627971,98555,10,681,627227,Rejected
Yes,1078727,194580,15,769,722474,Approved
No,428696,164184,15,767,428296,Rejected
No,932168,242272,15,730,478822,Rejected
No,1064733,149656,10,730,1385916,Approved
No,1184680,206622,15,706,1292716,Approved
No,718306,136618,20,695,932929,Rejected
No,674863,169691,15,700,352941,Approved
Yes,510136,234309,20,676,1182968,Rejected
Yes,443753,338223,10,759,793610,Rejected
No,862661,241102,15,709,1351345,Approved
No,767195,165516,10,747,1319871,Approved
Yes,513907,124481,10,665,1688577,Rejected
No,754809,399706,15,680,1394152,Rejected
No,1318249,237054,20,720,1089572,Approved
No,896645,322448,20,745,796000,Rejected
Yes,632912,323998,10,690,494500,Rejected
Yes,328288,116735,20,735,849806,Rejected
Yes,516361,128026,20,718,799775,Approved
No,936804,337941,10,798,764497,Rejected
No,720556,126868,15,705,1151563,Approved
Yes,817819,143602,15,725,912684,Approved
Yes,518305,239966,10,668,1140727,Rejected
No,473619,234113,15,676,669176,Rejected
Yes,809403,300485,15,668,1057874,Rejected
Yes,682251,124685,10,635,893836,Rejected
No,843196,130764,15,664,1378388,Rejected
No,924507,140196,15,653,1255034,Rejected
No,1009511,299009,10,719,718053,Approved
Yes,692951,198504,10,671,-105411,Rejected
No,719215,184792,20,734,690665,Approved
No,662568,97898,10,706,460735,Approved
No,489016,140485,10,702,873579,Approved
No,785613,204608,15,703,1440503,Approved
No,369868,161841,20,732,534997,Rejected
Yes,858443,124703,15,667,982774,Rejected
Yes,776146,126968,10,702,814197,Approved
Yes,913689,178658,15,755,1101527,Approved
No,452711,132492,10,711,831982,Approved
No,785647,198544,10,692,708218,Rejected
No,1133795,238512,15,743,1134290,Approved
No,960714,227483,10,653,946716,Rejected
No,613566,99136,15,707,833519,Approved
Yes,933768,365448,10,755,1088663,Rejected
No,830028,293928,15,622,1251518,Rejected
Yes,918881,251219,15,755,853749,Approved
No,679888,116739,15,766,1188209,Approved
No,615149,149494,10,690,997114,Rejected
No,697917,180067,10,784,980563,Approved
No,726515,352134,20,771,778402,Rejected
No,633619,248137,10,689,995127,Rejected
Yes,572695,248569,10,786,1182974,Rejected
No,666358,272046,10,688,1369572,Rejected
No,560937,186459,15,672,1685627,Rejected
Yes,888085,230681,15,712,465616,Approved
No,791810,241311,10,690,512361,Rejected
No,855975,321796,15,731,1345805,Rejected
No,820527,225592,15,742,1327928,Approved
Yes,825312,196434,15,702,1073720,Approved
Yes,434283,218076,15,761,1196292,Rejected
No,256915,256506,20,690,608737,Rejected
No,748304,163304,15,671,1075617,Rejected
No,546940,142183,15,741,1140821,Approved
Yes,957665,168464,10,724,1145325,Approved
No,1001825,227047,15,666,1046098,Rejected
No,800693,249733,10,683,655853,Rejected
No,283437,152790,15,691,576646,Rejected
Yes,625935,445127,15,709,1022722,Rejected
No,1082240,275980,15,784,1129736,Approved
Yes,735491,232177,10,683,1468648,Rejected
No,826812,295523,10,709,813284,Rejected
No,940650,95009,15,827,1026160,Approved
No,599218,189453,20,757,2134810,Approved
No,1137707,300899,10,767,1202821,Approved
No,581201,170989,20,661,1023523,Rejected
No,878103,144351,15,663,1134299,Rejected
No,849523,302232,15,805,884975,Rejected
No,1325217,325873,20,722,640457,Rejected
No,510307,147724,15,709,614002,Approved
No,828026,213575,15,775,287708,Rejected
No,929590,237028,10,658,974141,Rejected
No,851160,243957,10,725,1786118,Approved
No,779794,262198,15,715,615177,Rejected
Yes,787742,232922,10,735,190602,Rejected
No,580514,88643,10,726,1036060,Approved
No,1013014,354698,15,749,934033,Rejected
No,1143115,209736,10,705,1276725,Approved
No,1042125,220280,15,744,1317109,Approved
Yes,1046657,105179,10,694,958477,Rejected
No,561377,200560,10,608,1222416,Rejected
Yes,236874,230726,15,787,1119896,Rejected
Yes,752611,199612,20,737,763927,Approved
No,872897,136256,10,761,734671,Approved
Yes,1378141,260640,20,671,2181345,Rejected
Yes,871370,175031,10,706,1058017,Approved
No,666395,78872,20,675,1833536,Rejected
No,886733,250915,15,719,149537,Rejected
No,946294,148248,10,721,1173691,Approved
No,782550,181224,10,766,455774,Approved
No,515536,138754,20,788,875722,Approved
No,537378,129806,15,741,444587,Approved
No,213724,235421,10,741,1166921,Rejected
No,681741,102720,15,733,980523,Approved
No,711789,230261,15,769,1162298,Approved
No,794573,366785,20,647,794755,Rejected
No,840603,43263,20,724,237959,Approved
No,296827,144831,15,846,1836919,Rejected
No,332964,195144,10,710,1721854,Rejected
Yes,732431,205519,20,815,1063917,Approved
No,1199298,355388,15,690,341998,Rejected
No,686276,286948,15,766,702822,Rejected
No,751683,159527,10,707,921610,Approved
Yes,689678,155675,20,622,771183,Rejected
Yes,863747,182115,10,719,542221,Approved
No,499486,174354,15,821,-273012,Rejected
No,795497,329888,10,689,1593367,Rejected
No,465496,216333,15,788,347918,Rejected
Yes,798887,213554,15,691,1531090,Rejected
Yes,983333,199686,15,771,896385,Approved
No,1051535,302134,10,762,1499721,Approved
No,527968,170483,20,754,1087788,Approved
No,694018,232755,10,752,701530,Rejected
No,1019746,153058,10,709,1104070,Approved
No,872985,225769,15,746,1225521,Approved
No,1056366,270225,10,698,862905,Rejected
No,773027,241457,10,695,800411,Rejected
No,608835,160173,10,666,1517610,Rejected
No,695071,172485,15,689,599513,Rejected
No,655721,287080,20,708,1061796,Rejected
No,847442,177520,15,705,1581398,Approved
No,944306,196312,15,656,1057103,Rejected
Yes,955562,299153,10,616,651184,Rejected
Yes,957088,159283,20,721,577705,Approved
No,511327,235644,10,719,369111,Rejected
No,899461,101972,15,755,1023853,Approved
No,1206670,198242,15,715,1326658,Approved
No,543925,184598,15,659,473720,Rejected
No,401165,225668,10,701,804596,Rejected
No,735895,345410,15,774,1004982,Rejected
Yes,545474,234738,10,730,1651892,Rejected
No,748028,217415,15,751,1081115,Approved
No,662559,173822,10,813,1101910,Approved
No,748474,159745,10,696,844614,Rejected
No,775960,318463,20,655,1242911,Rejected
No,723651,239189,20,703,644126,Approved
No,770801,181369,15,784,1115218,Approved
Yes,680470,240128,15,654,298201,Rejected
Yes,609883,388522,20,758,957916,Rejected
No,914722,138818,10,690,823132,Rejected
No,559934,288626,15,652,318798,Rejected
No,571385,249429,10,706,1087351,Rejected
Yes,888664,398590,10,567,775730,Rejected
No,877910,253363,20,746,1265292,Approved
No,612034,214761,20,707,673485,Rejected
Yes,643926,210014,15,724,758344,Approved
No,490291,160603,10,685,1334145,Rejected
No,843301,183426,20,703,1854157,Approved
No,881118,273582,10,703,1244181,Approved
Yes,1026809,332044,15,712,797837,Approved
Yes,946647,114364,20,783,819120,Approved
Yes,620090,278930,20,703,109627,Rejected
No,964272,328444,15,754,1065747,Rejected
No,787112,254182,10,679,715540,Rejected
Yes,578007,167133,10,623,1633061,Rejected
No,1021470,379785,20,799,502529,Rejected
No,855564,234821,15,834,1591104,Approved
Yes,846527,224298,10,689,1583495,Rejected
No,279266,247790,10,775,1076696,Rejected
Yes,1120763,206328,10,714,704633,Approved
No,521199,158094,10,709,1438969,Approved
No,429038,182952,15,733,1033500,Rejected
No,390596,114332,15,709,756831,Approved
No,798805,210202,15,756,800585,Approved
No,737106,188611,10,777,773733,Approved
No,740970,309559,20,768,1086670,Rejected
No,553196,165944,20,646,1009352,Rejected
No,655626,66174,10,723,891237,Approved
No,977622,219208,20,645,1443369,Rejected
No,816153,215298,20,667,1517402,Rejected
Yes,685768,225680,15,751,975473,Approved
No,1035178,225599,10,751,1193095,Approved
No,797099,95257,20,698,964997,Rejected
No,778380,166976,15,764,856904,Approved
No,1210299,240785,15,763,1067108,Approved
No,727212,286435,15,836,1861556,Rejected
No,776520,217219,15,667,1478190,Rejected
No,795279,113449,20,743,295660,Approved
No,1197741,286629,15,779,993316,Approved
No,932745,186325,10,757,1334978,Approved
Yes,548719,98664,10,782,520875,Approved
Yes,683194,260877,15,689,233267,Rejected
No,762881,215346,10,718,1712673,Approved
No,628278,316773,10,781,415870,Rejected
No,623783,189004,20,821,92332,Rejected
No,1098408,173636,10,753,630321,Approved
No,713296,259056,15,679,140870,Rejected
No,685950,234439,20,676,958934,Rejected
No,780297,226658,10,775,1089972,Approved
No,770127,221210,10,760,1608593,Approved
No,859405,255411,10,678,667463,Rejected
No,466987,93705,20,710,1033214,Approved
No,579854,215219,10,631,832688,Rejected
Yes,837194,210683,10,685,476775,Rejected
No,748019,140388,10,755,806945,Approved
No,657859,101248,15,789,989588,Approved
No,979918,45922,20,692,654359,Rejected
Yes,861641,219763,10,812,924560,Approved
No,341210,193844,15,678,314075,Rejected
Yes,706572,109885,15,782,814172,Approved
Yes,1188090,217824,10,679,866834,Rejected
Yes,808044,66714,10,774,909584,Approved
No,966185,33025,10,712,982293,Approved
No,606710,223873,15,805,1277989,Rejected
No,609770,160077,15,663,905187,Rejected
Yes,928800,248101,10,743,1358581,Approved
No,1096795,257552,15,687,1084856,Rejected
Yes,694094,294883,15,786,911939,Rejected
Yes,912270,306610,10,700,944948,Rejected
Yes,814954,242136,10,758,234251,Rejected
Yes,705772,258454,20,854,1123513,Rejected
No,708018,152573,15,757,721012,Approved
Yes,888589,97995,15,743,868845,Approved
Yes,525311,138915,10,706,1219758,Approved
Yes,844965,285991,15,719,1670093,Rejected
Yes,285637,228048,20,780,51946,Rejected
No,715717,167877,10,735,953424,Approved
No,1040017,164269,10,826,1718799,Approved
No,592383,256764,10,670,285874,Rejected
Yes,679830,85841,10,781,1377292,Approved
No,677397,155797,15,711,866969,Approved
No,580217,393474,10,644,1276794,Rejected
No,541167,130072,15,733,1108901,Approved
No,863607,142147,10,801,595405,Approved
No,947958,19071,10,716,1061520,Approved
Yes,904852,174608,15,693,1421905,Rejected
No,646235,58076,20,722,350094,Approved
Yes,699693,202751,20,734,1031783,Approved
No,575573,65627,15,781,789100,Approved
No,958220,236218,15,707,978584,Approved
No,737886,204742,15,835,1683913,Approved
Yes,600005,162090,20,733,874705,Approved
No,684591,231124,20,663,790270,Rejected
No,756193,196773,15,729,826651,Approved
Yes,713975,283919,10,615,828427,Rejected
No,927766,159085,15,698,1198127,Rejected
Yes,671859,136940,20,758,894670,Approved
Yes,570627,264535,15,735,698204,Rejected
No,1081995,275325,10,727,828746,Approved
Yes,918485,165669,10,805,1016825,Approved
No,796957,320826,15,651,926438,Rejected
No,977507,74334,10,734,2005160,Approved
No,793265,169371,10,677,569743,Rejected
No,537581,306948,10,698,1177708,Rejected
Yes,867833,437015,20,806,1255585,Rejected
Yes,975761,160805,20,828,1315211,Approved
No,458925,149817,20,711,826261,Approved
No,711226,322278,15,630,849020,Rejected
No,942879,106953,10,731,750593,Approved
No,1041127,175685,15,698,1362620,Rejected
No,1072859,279414,10,687,845333,Rejected
No,1092363,317674,15,657,1203990,Rejected
Yes,746881,308824,20,661,863049,Rejected
No,510856,177707,20,769,950632,Rejected
No,1112918,240875,15,670,1083479,Rejected
Yes,605782,242253,20,613,540877,Rejected
No,480378,307663,10,644,1461851,Rejected
Yes,512714,310796,15,676,1388578,Rejected
No,798744,47900,20,783,1876955,Approved
No,641283,218916,15,721,810189,Rejected
No,885469,183822,10,593,1594366,Rejected
No,832367,267718,20,706,879726,Approved
No,514158,278204,20,726,553584,Rejected
Yes,772472,232311,15,731,1102056,Approved
Yes,893789,298785,10,736,1277693,Rejected
Yes,412430,157654,10,741,940265,Rejected
No,761099,139084,15,695,1408208,Rejected
No,660848,134128,15,746,1686777,Approved
No,688875,284101,10,700,1006028,Rejected
No,748076,248595,15,654,1126256,Rejected
No,741545,263713,10,689,55500,Rejected
No,965650,69112,10,631,1718708,Rejected
No,1326583,350800,10,660,675627,Rejected
Yes,837246,108429,20,671,731491,Rejected
Yes,595637,158092,15,729,1245681,Approved
Yes,771410,190984,10,676,701707,Rejected
No,640470,138564,10,671,1792738,Rejected
No,700205,354609,10,641,1122772,Rejected
No,897912,-44307,10,798,1065761,Approved
No,836818,150908,10,666,1189341,Rejected
Yes,637890,229490,10,825,1409264,Rejected
Yes,593525,181882,10,773,625043,Approved
No,741761,87469,15,718,1549439,Approved
Yes,546810,202131,20,736,1352568,Rejected
No,631243,146846,10,654,409247,Rejected
Yes,984055,92016,10,742,1128509,Approved
Yes,569602,255426,10,758,1199212,Rejected
Yes,806552,149111,10,836,1232789,Approved
No,948794,162592,15,605,1307584,Rejected
Yes,699768,216866,15,711,1290542,Approved
Yes,632393,281725,15,657,1240491,Rejected
Yes,716769,223250,20,645,1081552,Rejected
No,575499,280949,10,625,1363460,Rejected
No,849333,160647,15,667,779117,Rejected
No,912670,208283,10,771,1366829,Approved
No,682676,234156,10,760,604545,Rejected
Yes,930154,152016,10,665,938019,Rejected
No,723731,228612,10,660,779991,Rejected
Yes,771807,151745,15,771,780227,Approved
Yes,885401,183928,10,673,1432400,Rejected
Yes,586279,199986,20,798,910400,Rejected
No,618472,245548,15,751,1969703,Rejected
No,355911,137571,10,771,1386934,Rejected
No,622089,188585,20,671,1510604,Rejected
No,644577,258259,10,689,384056,Rejected
No,1172273,223443,10,757,1194310,Approved
No,460085,224571,10,746,1191178,Rejected
No,808994,226973,10,694,1069022,Rejected
No,786761,245154,15,656,999512,Rejected
No,737794,286544,10,695,671811,Rejected
No,929795,265994,10,645,1041389,Rejected
No,377070,68016,20,718,1468255,Approved
Yes,762379,216486,10,710,662980,Approved
No,920282,100569,20,842,1989935,Approved
No,886984,140879,10,694,1074632,Rejected
Yes,1053240,111389,15,628,1196206,Rejected
Yes,633463,125640,15,726,1079395,Approved
No,904809,188799,10,782,899342,Approved
No,836703,170949,20,788,1584787,Approved
Yes,944098,203558,20,747,256744,Rejected
No,752807,280176,15,646,592213,Rejected
No,562740,270041,10,700,914488,Rejected
Yes,875220,279422,15,730,1059891,Approved
Yes,733247,134852,15,738,220880,Rejected
No,724337,382737,15,761,518709,Rejected
Yes,911645,167178,10,730,699578,Approved
No,1020184,219380,15,733,1210933,Approved
Yes,1331752,141962,15,709,1096166,Approved
No,406742,188306,10,637,1079937,Rejected
No,811409,121381,10,731,1002462,Approved
No,533532,167552,15,735,1337861,Approved
No,911993,218010,10,716,848169,Approved
No,678202,143277,20,681,980185,Rejected
Yes,667361,194872,10,765,978762,Approved
No,937209,179485,10,677,1390933,Rejected
Yes,584281,301027,10,716,1011701,Rejected
No,1216555,278631,20,699,215611,Rejected
No,757219,192853,15,663,1497744,Rejected
No,812792,228883,15,783,1014023,Approved
No,926359,153541,15,722,971178,Approved
No,1055745,237586,15,673,1149118,Rejected
No,895019,104554,20,708,1392594,Approved
Yes,1048240,296869,10,703,1128077,Approved
No,1083056,189108,20,716,1370689,Approved
Yes,1142441,207534,15,789,562436,Approved
No,505049,119325,10,659,1304378,Rejected
No,619050,88412,20,723,412566,Approved
No,623259,225207,20,714,583884,Rejected
Yes,480473,167770,10,630,741244,Rejected
No,736889,216342,10,791,958630,Approved
No,691417,147728,15,645,1714765,Rejected
No,605028,85101,20,681,1010700,Rejected
No,516937,35878,10,715,1032825,Approved
Yes,612915,313987,15,796,577983,Rejected
Yes,594019,276773,15,738,1446804,Rejected
Yes,835913,227637,15,790,1357170,Approved
No,782278,266995,20,701,1258409,Rejected
No,403908,208853,10,718,1415602,Rejected
No,836307,57482,10,644,1158756,Rejected
No,785844,236295,10,674,1773903,Rejected
No,766826,297051,15,676,1220091,Rejected
Yes,1122895,282591,15,632,1167409,Rejected
Yes,792175,239687,15,704,807061,Approved
Yes,654532,160580,10,751,1153264,Approved
No,895443,241524,15,806,858137,Approved
No,1236325,197873,15,648,1118697,Rejected
No,868789,341231,15,701,837480,Rejected
No,610628,154460,15,793,664140,Approved
Yes,498392,224275,10,804,508053,Rejected
No,684862,164258,10,723,1125108,Approved
No,741019,122230,20,650,1235841,Rejected
No,607905,89998,15,626,1026055,Rejected
No,726594,271894,15,682,1154185,Rejected
No,409306,200388,20,744,1363453,Rejected
No,1026942,94947,20,674,1462028,Rejected
Yes,383387,155079,10,722,423289,Rejected
Yes,902407,189396,10,651,1126983,Rejected
No,521077,283583,20,630,300721,Rejected
No,879627,183514,20,819,1517996,Approved
No,375413,284907,10,663,1188770,Rejected
No,760092,256135,15,662,1558011,Rejected
No,972187,235396,10,762,632563,Approved
No,777875,205319,15,764,985355,Approved
Yes,598952,98587,20,722,1837426,Approved
No,547636,82226,20,761,1470221,Approved
No,871634,289254,15,743,1224070,Approved
No,626135,279798,10,658,1403948,Rejected
No,940620,298875,20,664,1256537,Rejected
No,867076,172156,20,707,757608,Approved
Yes,634313,154855,15,813,208062,Rejected
No,477277,103600,15,725,842026,Approved
No,648244,207518,20,702,747006,Approved
Yes,930591,98740,10,717,613222,Approved
No,562916,134144,20,758,735447,Approved
No,913549,300341,15,745,1114301,Approved
No,660879,128764,20,811,917346,Approved
No,1167080,308844,15,731,912958,Approved
No,816125,272334,10,739,978275,Rejected
No,411134,149498,20,716,742859,Rejected
Yes,705895,121037,10,635,1017764,Rejected
No,409095,335086,15,812,549840,Rejected
No,370686,103058,20,704,1040672,Approved
No,892115,151329,15,718,891030,Approved
Yes,658656,166269,20,677,1259355,Rejected
No,475087,248292,15,727,1109680,Rejected
Yes,1122999,265531,20,765,819997,Approved
No,722324,227787,15,651,865677,Rejected
No,855474,264258,15,748,774973,Approved
Yes,568146,95687,15,654,858573,Rejected
No,838721,152649,15,692,1453249,Rejected
Yes,780594,282763,20,817,344003,Rejected
Yes,344812,116316,10,672,1137580,Rejected
No,455714,99624,20,706,1127496,Approved
Yes,475714,200994,10,740,1208447,Rejected
Yes,926201,192389,15,705,1539431,Approved
No,397715,241218,10,743,1426534,Rejected
No,975551,216883,10,720,1714594,Approved
No,569192,182848,10,715,1203044,Approved
Yes,660239,399943,15,746,1261301,Rejected
No,825186,262892,20,639,1168204,Rejected
No,1198889,200694,10,720,960312,Approved
No,743235,255297,20,708,1109179,Rejected
No,842119,152852,20,702,763564,Approved
Yes,712832,51246,20,724,832325,Approved
No,625942,146774,20,696,1565232,Rejected
No,1033619,167947,20,747,1018461,Approved
No,458447,303155,15,636,952640,Rejected
Yes,960180,161434,10,709,359226,Approved
No,786844,190541,10,659,1691466,Rejected
Yes,814027,313062,10,717,1312213,Rejected
No,933013,259900,10,760,720267,Approved
No,809835,290683,20,643,129360,Rejected
Yes,803006,177354,10,755,717731,Approved
No,721119,145478,20,755,444374,Approved
Yes,1002201,183419,20,692,513651,Rejected
No,557171,222501,10,736,793685,Rejected
No,729842,329073,10,674,1300864,Rejected
No,1013942,255026,20,749,1067774,Approved
No,1192087,51159,20,717,275167,Approved
No,693953,282845,15,615,1151150,Rejected
No,785248,78018,15,734,616111,Approved
Yes,693182,49728,10,772,625302,Approved
No,687830,204859,10,722,327243,Rejected
No,831735,209896,15,674,635195,Rejected
No,1073657,268994,20,690,1237692,Rejected
No,618905,79771,15,727,680665,Approved
No,965577,314591,15,723,1222979,Approved
No,715276,77123,15,700,824579,Approved
Yes,833205,154146,10,760,1198235,Approved
No,1001865,246857,15,726,413241,Rejected
No,915261,182433,20,663,1061679,Rejected
No,737266,271234,10,653,274991,Rejected
No,750352,238003,10,734,1510367,Approved
No,370026,227623,20,726,1130823,Rejected
No,870751,163466,10,664,584558,Rejected
Yes,698467,110439,15,744,927152,Approved
No,1256856,286152,15,698,210181,Rejected
Yes,637937,226893,15,705,675586,Rejected
No,528206,255149,15,731,210277,Rejected
No,765260,123560,10,709,1042273,Approved
No,579650,153297,10,664,1751838,Rejected
No,618612,200138,15,738,662039,Approved
No,552070,318423,10,692,1231495,Rejected
Yes,695615,207690,20,705,750157,Approved
Yes,674189,136762,10,710,1217437,Approved
No,729945,144601,15,606,1281242,Rejected
No,843176,272709,10,797,1154102,Approved
