Scheme_Name,Interest_Rate,Loan_Term_Years,Min_Income,Max_Income,Min_CIBIL,Max_CIBIL,Min_Loan_Amount,Max_Loan_Amount,Bank_Name,Loan_Type
HDFC Reach Home Loans,7.406148174033364,24,27393.0,143835.0,748.0,855.0,2397606.0,2765425.0,HDFC Bank,Home
Baroda Top Up Loan,11.962908977438817,24,89939.0,100059.0,727.0,861.0,1905425.0,2743447.0,ICICI Bank,Home
Kotak Mahindra Home Loan,7.781007539652997,28,89082.0,185717.0,737.0,860.0,1166620.0,4016138.0,ICICI Bank,Home
SBI Regular Home Loan,11.942104969817406,18,48893.0,127235.0,727.0,888.0,1318782.0,4438266.0,Axis Bank,Home
SBI FlexiPay Home Loan,11.886399662832236,5,29388.0,194208.0,731.0,875.0,2245677.0,4830251.0,ICICI Bank,Home
PNB Pride Housing Loan,10.969090519540199,14,82969.0,167114.0,740.0,850.0,598214.0,3801776.0,State Bank of India,Home
ICICI Insta Home Loan,10.297114810409987,20,56660.0,145366.0,735.0,865.0,1153173.0,2940875.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,9.889035251255423,8,44726.0,181583.0,802.0,897.0,807325.0,4479004.0,ICICI Bank,Home
PNB Pride Housing Loan,11.330507726889174,15,99544.0,132160.0,735.0,898.0,888454.0,3511548.0,Kotak Mahindra Bank,Home
ICICI Home Loan,8.44719760809744,20,82996.0,199011.0,806.0,896.0,1632022.0,3941083.0,State Bank of India,Home
Baroda Top Up Loan,9.338406062424385,24,20111.0,190085.0,825.0,858.0,1680488.0,4494459.0,State Bank of India,Home
Baroda Home Loan,10.096949846832509,5,37545.0,105277.0,786.0,854.0,1435229.0,4003446.0,Axis Bank,Home
HDFC Reach Home Loans,9.055952379347456,20,60168.0,101780.0,765.0,857.0,774443.0,3996047.0,ICICI Bank,Home
Kotak Mahindra Home Loan,9.13743227045134,23,22379.0,146579.0,837.0,870.0,2385660.0,4310785.0,HDFC Bank,Home
Baroda Home Loan,8.651423337510423,25,61120.0,160750.0,769.0,882.0,988741.0,4744888.0,ICICI Bank,Home
PNB Housing Finance Home Loan,9.82115908342268,26,37809.0,156902.0,778.0,888.0,1245401.0,3300065.0,Punjab National Bank,Home
Baroda Top Up Loan,11.25287264007558,13,72813.0,180198.0,792.0,892.0,1881815.0,4077796.0,Bank of Baroda,Home
PNB Housing Finance Home Loan,8.007641890031564,13,94005.0,197052.0,791.0,869.0,1783878.0,4613357.0,ICICI Bank,Home
Kotak Delight Home Loans,11.672165193767206,13,47967.0,132161.0,721.0,894.0,1974389.0,4944766.0,ICICI Bank,Home
PNB Housing Finance Home Loan,10.445438268741148,21,29748.0,144499.0,719.0,871.0,639779.0,2551111.0,ICICI Bank,Home
Kotak Mahindra Home Loan,11.11636606340015,16,43424.0,131886.0,732.0,862.0,811087.0,4646693.0,Axis Bank,Home
SBI FlexiPay Home Loan,9.780953463150059,29,43914.0,108800.0,842.0,888.0,2182822.0,2570719.0,HDFC Bank,Home
SBI FlexiPay Home Loan,10.897583507120316,17,98478.0,149460.0,834.0,860.0,1529799.0,2651816.0,ICICI Bank,Home
Axis Bank Home Loan,7.081001986697336,12,39491.0,170975.0,789.0,867.0,2444583.0,2895269.0,ICICI Bank,Home
Axis Asha Home Loan,11.091902123897675,20,69454.0,169843.0,749.0,879.0,737051.0,3389744.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,7.200694295426833,22,90069.0,102364.0,709.0,882.0,1131931.0,3425863.0,Axis Bank,Home
PNB Pride Housing Loan,11.449566881814313,5,71925.0,116568.0,778.0,893.0,2428563.0,4448002.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,11.959813736193215,5,57049.0,138092.0,736.0,852.0,588377.0,4070763.0,ICICI Bank,Home
PNB Pride Housing Loan,8.470337310883888,16,47821.0,171019.0,758.0,850.0,1895896.0,3931724.0,Punjab National Bank,Home
PNB Pride Housing Loan,8.051592781428969,10,49945.0,162679.0,787.0,885.0,1649474.0,3845654.0,Punjab National Bank,Home
HDFC Reach Home Loans,10.826816819290205,13,37384.0,165781.0,803.0,855.0,1257320.0,4900170.0,State Bank of India,Home
ICICI Home Loan,8.265131704601266,27,48410.0,108430.0,762.0,886.0,1777810.0,3692109.0,Punjab National Bank,Home
SBI Regular Home Loan,11.327811915861018,9,97734.0,173719.0,720.0,878.0,2148140.0,4444510.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,7.5142129607873835,20,83766.0,138692.0,803.0,860.0,2189638.0,4843098.0,Bank of Baroda,Home
Kotak Delight Home Loans,7.629775981896791,22,27169.0,130086.0,778.0,862.0,896371.0,2807150.0,State Bank of India,Home
Baroda Home Loan,11.895757775503078,21,60129.0,149671.0,736.0,860.0,1310004.0,4165916.0,Bank of Baroda,Home
Kotak Delight Home Loans,10.369194491350022,22,23830.0,198262.0,744.0,887.0,2062876.0,4655793.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,11.234436122144764,5,76306.0,113901.0,841.0,874.0,1877234.0,4960245.0,State Bank of India,Home
Baroda Home Loan,8.62164688675759,23,85267.0,103907.0,742.0,864.0,2279969.0,3070352.0,Punjab National Bank,Home
ICICI Insta Home Loan,10.382418747603023,26,47757.0,198580.0,815.0,862.0,1724491.0,2812512.0,State Bank of India,Home
Kotak Mahindra Home Loan,9.971209136542985,12,83867.0,128604.0,784.0,891.0,1371399.0,3907725.0,HDFC Bank,Home
HDFC Reach Home Loans,10.015750600614735,7,55650.0,137869.0,783.0,882.0,1583933.0,4798387.0,Bank of Baroda,Home
Axis Bank Home Loan,10.412662297688609,29,53766.0,114537.0,702.0,862.0,2451702.0,2861653.0,Bank of Baroda,Home
SBI Regular Home Loan,9.876795865645493,9,52419.0,112501.0,803.0,887.0,1440671.0,3845624.0,State Bank of India,Home
ICICI Insta Home Loan,9.14531184651333,27,36668.0,137371.0,786.0,873.0,2406486.0,3965487.0,ICICI Bank,Home
PNB Pride Housing Loan,8.379613471902735,12,36246.0,136821.0,810.0,869.0,2091847.0,4969523.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,10.84290665456601,23,44996.0,188732.0,786.0,893.0,1059564.0,4735182.0,State Bank of India,Home
SBI Regular Home Loan,8.131362150015931,22,71312.0,106073.0,790.0,866.0,761728.0,4206208.0,HDFC Bank,Home
SBI FlexiPay Home Loan,10.46177153077207,22,23065.0,161005.0,734.0,899.0,1987071.0,4075882.0,Kotak Mahindra Bank,Home
HDFC Home Loan,8.166664113246632,25,30467.0,176097.0,795.0,873.0,690555.0,3496000.0,Bank of Baroda,Home
Axis Asha Home Loan,10.12665084977227,5,70646.0,118101.0,785.0,875.0,714185.0,2698823.0,HDFC Bank,Home
Baroda Home Loan,10.735391335645144,19,41007.0,131426.0,835.0,889.0,1882171.0,4223564.0,State Bank of India,Home
HDFC Home Loan,8.093569444532696,22,88079.0,194877.0,815.0,881.0,1943837.0,4023198.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,7.2997165043065415,29,48702.0,107313.0,845.0,878.0,2424724.0,3779879.0,ICICI Bank,Home
ICICI Insta Home Loan,7.6548687149708705,11,95569.0,130773.0,791.0,863.0,1917463.0,3301010.0,ICICI Bank,Home
Kotak Delight Home Loans,10.029984836355126,20,73952.0,128003.0,839.0,886.0,804488.0,3796592.0,HDFC Bank,Home
Axis Bank Home Loan,11.247232031128679,20,78065.0,159668.0,701.0,871.0,2344572.0,2906770.0,Axis Bank,Home
ICICI Home Loan,7.224984106177121,19,54169.0,191956.0,823.0,883.0,1297537.0,4571805.0,HDFC Bank,Home
Kotak Delight Home Loans,10.670756295208232,10,36829.0,171250.0,703.0,876.0,1343186.0,3832305.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,8.706593229750261,13,80135.0,192675.0,808.0,877.0,876213.0,3058513.0,Axis Bank,Home
ICICI Home Loan,9.392641849597613,11,24522.0,191634.0,810.0,871.0,2092920.0,4702817.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,11.644297749227828,18,55319.0,142294.0,733.0,892.0,2136429.0,4493783.0,Bank of Baroda,Home
HDFC Home Loan,8.659857523679227,15,46543.0,113582.0,786.0,852.0,2185961.0,2887332.0,HDFC Bank,Home
Kotak Delight Home Loans,9.32668466969743,25,50473.0,113760.0,712.0,871.0,547689.0,4426709.0,HDFC Bank,Home
PNB Housing Finance Home Loan,7.0684120738034055,20,27699.0,171791.0,706.0,897.0,1842855.0,2662171.0,Bank of Baroda,Home
HDFC Home Loan,7.4079936000241915,29,88165.0,182158.0,731.0,870.0,736557.0,4154879.0,HDFC Bank,Home
ICICI Insta Home Loan,8.29295795567392,10,60455.0,135983.0,722.0,865.0,1843532.0,3339516.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,7.139261204105372,26,95692.0,140309.0,746.0,858.0,1141061.0,3459823.0,HDFC Bank,Home
ICICI Insta Home Loan,10.156876630241255,20,37441.0,129715.0,728.0,862.0,915988.0,3145888.0,HDFC Bank,Home
ICICI Insta Home Loan,9.131991784008113,24,50716.0,136415.0,722.0,859.0,843101.0,4603292.0,Bank of Baroda,Home
HDFC Home Loan,9.74072601364011,20,82175.0,187328.0,737.0,898.0,1903372.0,4592754.0,HDFC Bank,Home
PNB Housing Finance Home Loan,7.873235929481647,16,26834.0,188260.0,826.0,870.0,769919.0,2784285.0,Axis Bank,Home
HDFC Home Loan,8.47966014718308,21,38179.0,151581.0,743.0,898.0,723554.0,4331837.0,Axis Bank,Home
Axis Bank Home Loan,10.319122374263625,9,46219.0,103652.0,704.0,891.0,1865243.0,3832348.0,Bank of Baroda,Home
HDFC Reach Home Loans,11.826513618152,29,35782.0,126297.0,739.0,889.0,2214643.0,4660899.0,Axis Bank,Home
PNB Pride Housing Loan,7.252083868011046,17,94967.0,197958.0,838.0,856.0,1824092.0,4024542.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,11.45192160427633,12,29496.0,114028.0,777.0,895.0,1654828.0,3632101.0,Bank of Baroda,Home
Axis Asha Home Loan,9.884406006556041,28,59238.0,113803.0,805.0,871.0,1216886.0,2565198.0,ICICI Bank,Home
Kotak Mahindra Home Loan,9.819597833778118,9,66025.0,106307.0,829.0,867.0,2400114.0,3687585.0,HDFC Bank,Home
SBI Regular Home Loan,9.501392676038801,16,79886.0,131325.0,748.0,870.0,1505647.0,4259940.0,State Bank of India,Home
PNB Pride Housing Loan,7.346970429520917,13,43563.0,158616.0,822.0,899.0,1602051.0,3774887.0,HDFC Bank,Home
Axis Asha Home Loan,7.449384258680803,7,23712.0,160483.0,734.0,863.0,2194178.0,3332050.0,HDFC Bank,Home
Axis Bank Home Loan,10.00456002829543,7,65489.0,131574.0,805.0,859.0,890958.0,3915540.0,State Bank of India,Home
Axis Asha Home Loan,8.704792857177791,5,52664.0,184798.0,771.0,882.0,623502.0,4810365.0,State Bank of India,Home
Axis Asha Home Loan,11.586340332888403,29,32420.0,167071.0,808.0,858.0,1081489.0,2815247.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,9.032952686797362,26,74610.0,114932.0,824.0,867.0,2494037.0,4603645.0,ICICI Bank,Home
HDFC Home Loan,7.716407293513205,22,25315.0,115749.0,770.0,862.0,1251174.0,2860182.0,Punjab National Bank,Home
Axis Bank Home Loan,10.57359416751018,28,90917.0,108727.0,738.0,866.0,2129107.0,4068798.0,Bank of Baroda,Home
ICICI Insta Home Loan,8.46676710720505,16,95033.0,155406.0,790.0,872.0,1409796.0,2525957.0,State Bank of India,Home
Baroda Top Up Loan,9.627351536779466,13,99030.0,117332.0,736.0,874.0,2051175.0,3421621.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,10.489163927525851,13,83910.0,195070.0,780.0,865.0,2277688.0,4045504.0,Axis Bank,Home
ICICI Insta Home Loan,11.501320556010352,22,80972.0,110834.0,831.0,873.0,837686.0,4171921.0,HDFC Bank,Home
Axis Asha Home Loan,10.96095597400838,22,75919.0,120325.0,722.0,880.0,2237929.0,3298933.0,Kotak Mahindra Bank,Home
ICICI Home Loan,10.38180533936362,11,24132.0,109213.0,841.0,860.0,2072765.0,4205124.0,Axis Bank,Home
Kotak Delight Home Loans,10.398165911975717,8,61598.0,101403.0,704.0,872.0,2237952.0,2940459.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,11.729623220160432,17,40551.0,156971.0,809.0,890.0,1180714.0,3524408.0,State Bank of India,Home
Kotak Mahindra Home Loan,8.47912048748268,21,88206.0,154030.0,717.0,888.0,1597213.0,4840876.0,ICICI Bank,Home
HDFC Reach Home Loans,7.005560470980937,28,94900.0,173042.0,726.0,871.0,1668290.0,3619257.0,HDFC Bank,Home
HDFC Home Loan,8.359772796990994,6,46296.0,195195.0,723.0,882.0,1502266.0,2686901.0,Kotak Mahindra Bank,Home
PNB Pride Housing Loan,8.08945689813372,18,38066.0,107591.0,728.0,890.0,1150868.0,3991804.0,ICICI Bank,Home
HDFC Reach Home Loans,10.30917292556999,7,48892.0,112996.0,838.0,891.0,1390434.0,3126763.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,10.168557998827644,9,95577.0,152485.0,845.0,897.0,2025294.0,3229071.0,HDFC Bank,Home
ICICI Home Loan,9.967306913523618,18,94590.0,147830.0,822.0,867.0,2470928.0,3532557.0,Axis Bank,Home
PNB Housing Finance Home Loan,7.081217216047269,7,97173.0,134370.0,827.0,863.0,1066961.0,4612603.0,Axis Bank,Home
Baroda Home Loan,10.643890272253238,27,96293.0,157572.0,811.0,877.0,2215719.0,2865384.0,Axis Bank,Home
Axis Bank Home Loan,8.617652062427457,11,84771.0,179008.0,816.0,860.0,564694.0,4024210.0,State Bank of India,Home
PNB Pride Housing Loan,10.325279945033156,22,47484.0,129098.0,831.0,873.0,1135980.0,2776212.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,9.782892142510766,17,97865.0,161561.0,732.0,885.0,1256802.0,2624131.0,ICICI Bank,Home
SBI Regular Home Loan,8.713654627139537,27,47115.0,102196.0,741.0,868.0,1078195.0,4507738.0,Punjab National Bank,Home
ICICI Home Loan,7.672881335520539,26,46038.0,111091.0,824.0,862.0,1468173.0,2770260.0,Axis Bank,Home
HDFC Reach Home Loans,7.472094488302405,14,56622.0,180576.0,703.0,882.0,904140.0,3723335.0,HDFC Bank,Home
SBI Regular Home Loan,11.157591665561117,29,55886.0,165254.0,719.0,868.0,832322.0,4558442.0,Punjab National Bank,Home
PNB Pride Housing Loan,11.591987710407789,17,71284.0,149262.0,767.0,896.0,1619308.0,3854173.0,State Bank of India,Home
Kotak Mahindra Home Loan,10.248940233821498,20,29901.0,106023.0,757.0,881.0,2018483.0,3802659.0,Punjab National Bank,Home
Kotak Delight Home Loans,7.517170574302417,13,76377.0,120543.0,779.0,864.0,1306584.0,3422868.0,State Bank of India,Home
Axis Bank Home Loan,9.010136084441204,6,69862.0,160029.0,833.0,860.0,1522006.0,3745274.0,HDFC Bank,Home
SBI FlexiPay Home Loan,10.644696000525787,27,52806.0,193913.0,794.0,872.0,1556648.0,4674774.0,ICICI Bank,Home
SBI FlexiPay Home Loan,10.89910442005034,9,37659.0,142337.0,703.0,854.0,1105789.0,3101213.0,HDFC Bank,Home
Baroda Top Up Loan,7.591093111455443,26,43453.0,140409.0,743.0,871.0,2443000.0,3521892.0,Kotak Mahindra Bank,Home
HDFC Home Loan,7.000153594226912,21,50498.0,170540.0,824.0,891.0,675759.0,3544981.0,Punjab National Bank,Home
Baroda Top Up Loan,10.560685229403024,27,90393.0,109963.0,741.0,867.0,1252886.0,3995426.0,Punjab National Bank,Home
Baroda Home Loan,8.782980879931028,26,36312.0,113796.0,728.0,856.0,521942.0,3942903.0,Axis Bank,Home
Baroda Home Loan,8.2724066580913,8,21436.0,140972.0,846.0,882.0,2054155.0,3778549.0,HDFC Bank,Home
Baroda Home Loan,7.064487348947627,21,47569.0,172613.0,743.0,852.0,1464921.0,4655403.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,9.701497033807499,13,78813.0,195384.0,754.0,877.0,592379.0,3965794.0,HDFC Bank,Home
HDFC Home Loan,11.25575367712991,24,93229.0,178062.0,779.0,850.0,1816210.0,2583274.0,Kotak Mahindra Bank,Home
ICICI Home Loan,11.788158231362939,6,65986.0,103261.0,832.0,898.0,1177079.0,4965477.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,9.828724753066446,28,73177.0,117046.0,812.0,896.0,1466704.0,3364106.0,Bank of Baroda,Home
SBI Regular Home Loan,9.572306638699471,22,29305.0,113397.0,720.0,886.0,2373692.0,3887683.0,State Bank of India,Home
Kotak Delight Home Loans,7.425281927446205,25,52646.0,160436.0,777.0,871.0,781038.0,3493936.0,State Bank of India,Home
Axis Bank Home Loan,9.744364007713,26,96126.0,190805.0,849.0,897.0,1972629.0,4437387.0,HDFC Bank,Home
ICICI Insta Home Loan,8.899895394826974,15,60430.0,125757.0,729.0,893.0,2324849.0,2630167.0,HDFC Bank,Home
SBI FlexiPay Home Loan,10.035676404417885,17,88659.0,115299.0,722.0,868.0,871974.0,4986114.0,HDFC Bank,Home
HDFC Home Loan,8.943631739382734,12,24158.0,101902.0,704.0,863.0,2387820.0,4352464.0,State Bank of India,Home
ICICI Home Loan,8.201495617251833,5,94236.0,142399.0,762.0,852.0,2271218.0,3023058.0,Bank of Baroda,Home
Baroda Home Loan,7.474826376141882,21,96067.0,148330.0,758.0,868.0,2294543.0,2833126.0,HDFC Bank,Home
PNB Housing Finance Home Loan,8.574592222944478,16,47738.0,146308.0,781.0,882.0,966922.0,3258647.0,Bank of Baroda,Home
Axis Bank Home Loan,7.483224171438762,8,29879.0,103846.0,751.0,870.0,730009.0,3909962.0,ICICI Bank,Home
PNB Housing Finance Home Loan,7.88448475411992,25,25543.0,112359.0,764.0,850.0,2260068.0,2714302.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,11.936680792897729,17,67924.0,149376.0,738.0,875.0,1758073.0,3588535.0,Axis Bank,Home
ICICI Insta Home Loan,9.220517784533094,13,62348.0,168056.0,702.0,859.0,1346593.0,4350066.0,ICICI Bank,Home
PNB Housing Finance Home Loan,9.659358832525083,11,56679.0,140832.0,770.0,884.0,1829824.0,3206852.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,11.368092643686076,27,99118.0,120098.0,714.0,862.0,614863.0,3601248.0,Axis Bank,Home
Kotak Mahindra Home Loan,11.97784450245344,28,63888.0,149962.0,771.0,855.0,908356.0,4319710.0,HDFC Bank,Home
ICICI Home Loan,9.913572246723408,9,50276.0,188672.0,769.0,892.0,855416.0,4413399.0,HDFC Bank,Home
ICICI Home Loan,11.062369105220858,9,24799.0,135885.0,703.0,855.0,2458526.0,3605425.0,HDFC Bank,Home
SBI FlexiPay Home Loan,8.634705121683377,21,80558.0,196256.0,793.0,884.0,2081016.0,4809532.0,State Bank of India,Home
SBI Regular Home Loan,8.528719787236456,13,56534.0,121157.0,844.0,865.0,1072774.0,3244012.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,9.013518604972802,10,51668.0,148372.0,733.0,890.0,1240637.0,3877912.0,ICICI Bank,Home
Kotak Mahindra Home Loan,10.362536313368246,29,24111.0,119674.0,823.0,857.0,864840.0,2740523.0,HDFC Bank,Home
HDFC Home Loan,10.410958446275494,23,44686.0,132357.0,833.0,852.0,2373155.0,2609615.0,Punjab National Bank,Home
PNB Housing Finance Home Loan,8.576197173247254,20,92551.0,112578.0,735.0,854.0,1767538.0,4963890.0,Punjab National Bank,Home
HDFC Reach Home Loans,7.666049620683143,25,92392.0,102251.0,798.0,870.0,2474746.0,3751097.0,HDFC Bank,Home
SBI FlexiPay Home Loan,10.161981282327542,6,36490.0,179049.0,779.0,880.0,725011.0,3097797.0,Punjab National Bank,Home
HDFC Reach Home Loans,7.641629310943823,14,55194.0,137429.0,765.0,863.0,739214.0,2648047.0,HDFC Bank,Home
SBI Regular Home Loan,9.89246254114665,20,34497.0,192641.0,835.0,886.0,796870.0,4639544.0,Punjab National Bank,Home
ICICI Insta Home Loan,10.467110640281545,9,73516.0,146871.0,842.0,868.0,604983.0,3037593.0,Kotak Mahindra Bank,Home
HDFC Home Loan,10.503057481972258,19,64104.0,186526.0,790.0,886.0,1990481.0,4488041.0,Kotak Mahindra Bank,Home
PNB Pride Housing Loan,10.767360553297983,17,25316.0,125499.0,779.0,869.0,1654228.0,2762372.0,ICICI Bank,Home
Kotak Mahindra Home Loan,11.364297107828323,17,58130.0,106421.0,758.0,851.0,2144284.0,4416187.0,ICICI Bank,Home
Axis Bank Home Loan,9.499794959823943,17,90229.0,152204.0,709.0,856.0,1626424.0,4558971.0,Bank of Baroda,Home
Baroda Home Loan,10.651245947647856,19,49954.0,124591.0,706.0,882.0,2458236.0,3132152.0,ICICI Bank,Home
ICICI Insta Home Loan,10.095863676829183,18,41652.0,160940.0,811.0,899.0,1262492.0,3632120.0,HDFC Bank,Home
Baroda Home Loan,7.933199698988413,12,34178.0,192515.0,775.0,891.0,1240894.0,2546343.0,HDFC Bank,Home
ICICI Insta Home Loan,7.128448224347041,15,71163.0,186371.0,711.0,855.0,2469900.0,4597891.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,8.422706928384669,22,34751.0,112202.0,778.0,856.0,897538.0,3522329.0,ICICI Bank,Home
Baroda Home Loan,9.215168531688096,28,85961.0,191202.0,745.0,893.0,2111099.0,4372825.0,HDFC Bank,Home
PNB Pride Housing Loan,10.085529722143281,8,23044.0,119290.0,731.0,867.0,610629.0,4456132.0,Punjab National Bank,Home
PNB Pride Housing Loan,11.249796652516027,14,83165.0,118130.0,814.0,892.0,2438814.0,3848874.0,Punjab National Bank,Home
HDFC Reach Home Loans,7.981228583530828,5,31480.0,137077.0,813.0,878.0,1084249.0,4236208.0,Bank of Baroda,Home
HDFC Home Loan,7.627748949492386,9,85439.0,119396.0,825.0,868.0,752139.0,2537339.0,Axis Bank,Home
SBI Regular Home Loan,11.817399737371638,17,63874.0,160848.0,789.0,874.0,1598932.0,4186455.0,State Bank of India,Home
HDFC Home Loan,7.540222796882036,5,86775.0,183488.0,760.0,853.0,1542545.0,2710868.0,Axis Bank,Home
Kotak Delight Home Loans,9.392455350535947,27,26566.0,160530.0,760.0,862.0,2177617.0,4702936.0,State Bank of India,Home
PNB Pride Housing Loan,9.927818643966509,12,73149.0,164274.0,801.0,881.0,1018275.0,4548589.0,State Bank of India,Home
HDFC Home Loan,9.70687210453719,7,23006.0,127122.0,813.0,876.0,1311355.0,3529358.0,Bank of Baroda,Home
ICICI Insta Home Loan,7.430160785164716,7,92561.0,129381.0,791.0,883.0,878035.0,4104817.0,Punjab National Bank,Home
Baroda Top Up Loan,7.285134570018097,11,39423.0,145435.0,828.0,877.0,2161342.0,2958753.0,State Bank of India,Home
SBI FlexiPay Home Loan,7.527417137305179,8,53952.0,123267.0,806.0,858.0,533750.0,4614427.0,State Bank of India,Home
Baroda Top Up Loan,9.927938419363063,7,47326.0,161978.0,748.0,857.0,1908589.0,4801642.0,State Bank of India,Home
ICICI Insta Home Loan,9.721724438171606,19,51139.0,107088.0,724.0,870.0,2049019.0,2742462.0,State Bank of India,Home
Axis Bank Home Loan,8.168703960183722,12,82103.0,197354.0,715.0,895.0,744365.0,3086356.0,Bank of Baroda,Home
SBI Regular Home Loan,10.188870709227958,7,80857.0,112822.0,840.0,879.0,850592.0,4398352.0,Bank of Baroda,Home
ICICI Home Loan,11.100337510278248,11,93638.0,150216.0,807.0,878.0,752415.0,4413292.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,7.207894799232969,22,92652.0,136589.0,743.0,858.0,890186.0,4596939.0,State Bank of India,Home
HDFC Reach Home Loans,9.490649717740212,15,32937.0,165262.0,782.0,862.0,2356991.0,2622750.0,Axis Bank,Home
Axis Bank Home Loan,10.44655206051345,15,50161.0,157911.0,746.0,867.0,2446741.0,4125569.0,Axis Bank,Home
Baroda Home Loan,8.261559635348435,21,24383.0,101436.0,823.0,887.0,2029402.0,4236305.0,State Bank of India,Home
Kotak Delight Home Loans,8.538854526465744,10,90043.0,161854.0,779.0,871.0,1005916.0,4391117.0,Punjab National Bank,Home
PNB Housing Finance Home Loan,10.06818951494692,12,34735.0,161888.0,775.0,880.0,2444104.0,3003861.0,Axis Bank,Home
Baroda Top Up Loan,11.489676467218684,5,79919.0,127281.0,719.0,884.0,899121.0,3267442.0,Axis Bank,Home
SBI Regular Home Loan,11.049622101514498,14,87561.0,188017.0,845.0,891.0,817627.0,2780226.0,Punjab National Bank,Home
Axis Asha Home Loan,9.915651095497918,29,57622.0,196005.0,711.0,891.0,2360036.0,3873240.0,Bank of Baroda,Home
SBI Regular Home Loan,10.651108588786247,23,58135.0,184403.0,811.0,859.0,962825.0,4297333.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,8.824112351038993,7,55658.0,153952.0,759.0,858.0,683118.0,4764571.0,HDFC Bank,Home
Axis Asha Home Loan,10.20482764049379,8,49696.0,122766.0,774.0,880.0,764378.0,2829931.0,ICICI Bank,Home
ICICI Insta Home Loan,9.330907955637784,15,23773.0,195273.0,809.0,893.0,1236169.0,4011968.0,HDFC Bank,Home
Baroda Top Up Loan,7.949680682287805,19,44956.0,121213.0,733.0,889.0,704239.0,4711449.0,Axis Bank,Home
HDFC Home Loan,10.508691369386286,5,35819.0,193891.0,840.0,873.0,1865731.0,4771115.0,State Bank of India,Home
ICICI Insta Home Loan,9.78232318674411,13,21528.0,162239.0,839.0,890.0,1278403.0,2814710.0,HDFC Bank,Home
SBI FlexiPay Home Loan,8.793107909767958,15,64588.0,122537.0,735.0,898.0,616135.0,3185273.0,Bank of Baroda,Home
SBI Regular Home Loan,11.556695950393154,23,90585.0,102794.0,727.0,857.0,1691709.0,4413448.0,State Bank of India,Home
Kotak Mahindra Home Loan,7.104670589133667,17,40511.0,159204.0,738.0,899.0,549253.0,4127724.0,ICICI Bank,Home
Baroda Home Loan,8.578865756247481,20,30119.0,132324.0,776.0,869.0,1151222.0,2630134.0,Axis Bank,Home
PNB Housing Finance Home Loan,7.284406988888232,8,95893.0,156764.0,803.0,866.0,2162218.0,4353470.0,Axis Bank,Home
Axis Bank Home Loan,10.832636581108137,5,36167.0,130858.0,790.0,877.0,2117531.0,3012099.0,Bank of Baroda,Home
ICICI Home Loan,10.510537270568964,24,76503.0,142850.0,814.0,855.0,1869516.0,4501562.0,HDFC Bank,Home
HDFC Reach Home Loans,8.656761093681585,17,54889.0,113018.0,701.0,891.0,2429906.0,4991706.0,Punjab National Bank,Home
Axis Asha Home Loan,10.378314511035365,5,65678.0,183017.0,816.0,882.0,1660618.0,2643854.0,State Bank of India,Home
HDFC Reach Home Loans,8.979686130979749,9,80262.0,150790.0,781.0,877.0,1612641.0,3447714.0,Punjab National Bank,Home
ICICI Home Loan,10.781268957112172,9,24681.0,181120.0,789.0,850.0,838530.0,2566269.0,Bank of Baroda,Home
HDFC Home Loan,9.27091831368353,18,86008.0,109850.0,741.0,890.0,2103502.0,3300376.0,Punjab National Bank,Home
ICICI Insta Home Loan,9.061398639158327,27,33690.0,191237.0,730.0,884.0,582455.0,4598958.0,ICICI Bank,Home
Axis Bank Home Loan,11.673649577441505,18,45912.0,145975.0,760.0,873.0,1965676.0,3430789.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,8.254395499453501,12,26473.0,165510.0,801.0,855.0,1252376.0,4968170.0,Bank of Baroda,Home
Baroda Home Loan,7.602236699982827,8,61298.0,165696.0,755.0,856.0,1710345.0,3746937.0,Punjab National Bank,Home
ICICI Home Loan,9.922715566297292,11,38669.0,125832.0,782.0,858.0,2156484.0,2540126.0,Kotak Mahindra Bank,Home
